NCBIGENE:1	A1BG
NCBIGENE:162972	ZNF550
NCBIGENE:162998	OR7D2
NCBIGENE:163	AP2B1
NCBIGENE:163071	ZNF114
NCBIGENE:163154	r":"API rate limit exceeded
NCBIGENE:163227	ZNF100
NCBIGENE:163479	FNDC7
NCBIGENE:164153	UBL4B
NCBIGENE:164284	APCDD1L
NCBIGENE:164312	LRRN4
NCBIGENE:164592	CCDC116
NCBIGENE:164633	CABP7
NCBIGENE:164668	APOBEC3H
NCBIGENE:164781	DAW1
NCBIGENE:165055	CCDC138
NCBIGENE:165082	ADGRF3
NCBIGENE:165100	TEX44
NCBIGENE:165545	DQX1
NCBIGENE:165631	PARP15
NCBIGENE:165829	GPR156
NCBIGENE:165904	XIRP1
NCBIGENE:166012	CHST13
NCBIGENE:166378	SPATA5
NCBIGENE:166379	BBS12
NCBIGENE:166785	MMAA
NCBIGENE:166815	TIGD2
NCBIGENE:166863	RBM46
NCBIGENE:166929	r":"API rate limit exceeded
NCBIGENE:166979	CDC20B
NCBIGENE:167359	NIM1K
NCBIGENE:167555	FAM151B
NCBIGENE:167691	LCA5
NCBIGENE:168374	r":"API rate limit exceeded
NCBIGENE:168433	RNF133
NCBIGENE:168537	GIMAP7
NCBIGENE:168667	BMPER
NCBIGENE:168975	CNBD1
NCBIGENE:169026	SLC30A8
NCBIGENE:169436	STKLD1
NCBIGENE:169611	OLFML2A
NCBIGENE:169714	QSOX2
NCBIGENE:169792	GLIS3
NCBIGENE:169981	SPIN3
NCBIGENE:170302	ARX
NCBIGENE:170370	FAM170B
NCBIGENE:170371	r":"API rate limit exceeded
NCBIGENE:170384	FUT11
NCBIGENE:170394	PWWP2B
NCBIGENE:170463	SSBP4
NCBIGENE:170487	ACTL10
NCBIGENE:170506	r":"API rate limit exceeded
NCBIGENE:170575	GIMAP1
NCBIGENE:170589	GPHA2
NCBIGENE:170591	S100Z
NCBIGENE:170626	XAGE3
NCBIGENE:170627	r":"API rate limit exceeded
NCBIGENE:170685	NUDT10
NCBIGENE:170689	ADAMTS15
NCBIGENE:170692	ADAMTS18
NCBIGENE:170712	COX7B2
NCBIGENE:170850	KCNG3
NCBIGENE:170959	ZNF431
NCBIGENE:170960	ZNF721
NCBIGENE:171019	ADAMTS19
NCBIGENE:171023	ASXL1
NCBIGENE:171169	r":"API rate limit exceeded
NCBIGENE:171392	ZNF675
NCBIGENE:171483	FAM9B
NCBIGENE:171546	SPTSSA
NCBIGENE:171586	ABHD3
NCBIGENE:173	AFM
NCBIGENE:1741	DLG3
NCBIGENE:1755	DMBT1
NCBIGENE:1806	DPYD
NCBIGENE:1816	DRD5
NCBIGENE:182	JAG1
NCBIGENE:185	AGTR1
NCBIGENE:1857	DVL3
NCBIGENE:1871	E2F3
NCBIGENE:189	AGXT
NCBIGENE:1896	EDA
NCBIGENE:19	ABCA1
NCBIGENE:192134	B3GNT6
NCBIGENE:192666	KRT24
NCBIGENE:192683	SCAMP5
NCBIGENE:1958	EGR1
NCBIGENE:196051	PLPP4
NCBIGENE:196335	OR56B4
NCBIGENE:196403	DTX3
NCBIGENE:196472	FAM71C
NCBIGENE:196475	RMST
NCBIGENE:196483	r":"API rate limit exceeded
NCBIGENE:196500	PIANP
NCBIGENE:196513	DCP1B
NCBIGENE:196740	VSTM4
NCBIGENE:196993	CT62
NCBIGENE:196996	GRAMD2A
NCBIGENE:197	AHSG
NCBIGENE:197131	UBR1
NCBIGENE:197135	PATL2
NCBIGENE:197259	r":"API rate limit exceeded
NCBIGENE:197320	ZNF778
NCBIGENE:197322	ACSF3
NCBIGENE:197342	EME2
NCBIGENE:197358	NLRC3
NCBIGENE:197407	ZNF48
NCBIGENE:199692	ZNF627
NCBIGENE:199720	GGN
NCBIGENE:199745	THAP8
NCBIGENE:199777	ZNF626
NCBIGENE:199964	TMEM61
NCBIGENE:199974	CYP4Z1
NCBIGENE:20	ABCA2
NCBIGENE:200008	CDCP2
NCBIGENE:200132	DYNLT5
NCBIGENE:200159	C1orf100
NCBIGENE:200205	IBA57
NCBIGENE:200373	CFAP221
NCBIGENE:200403	VWA3B
NCBIGENE:200407	CREG2
NCBIGENE:200424	TET3
NCBIGENE:200504	GKN2
NCBIGENE:200634	KRTCAP3
NCBIGENE:2010	EMD
NCBIGENE:201140	DHRS7C
NCBIGENE:201164	PLD6
NCBIGENE:201176	r":"API rate limit exceeded
NCBIGENE:201229	LYRM9
NCBIGENE:201283	AMZ2P1
NCBIGENE:201294	UNC13D
NCBIGENE:201305	SPNS3
NCBIGENE:201456	FBXO15
NCBIGENE:201562	HACD2
NCBIGENE:201625	DNAH12
NCBIGENE:201626	PDE12
NCBIGENE:201725	r":"API rate limit exceeded
NCBIGENE:201798	TIGD4
NCBIGENE:201895	SMIM14
NCBIGENE:201931	TMEM192
NCBIGENE:202052	DNAJC18
NCBIGENE:202309	r":"API rate limit exceeded
NCBIGENE:202559	KHDRBS2
NCBIGENE:203	AK1
NCBIGENE:203068	TUBB
NCBIGENE:203069	r":"API rate limit exceeded
NCBIGENE:203102	ADAM32
NCBIGENE:203111	ERICH5
NCBIGENE:203228	C9orf72
NCBIGENE:203413	CT83
NCBIGENE:203522	INTS6L
NCBIGENE:2045	EPHA7
NCBIGENE:204851	HIPK1
NCBIGENE:2050	EPHB4
NCBIGENE:205717	USF3
NCBIGENE:207	AKT1
NCBIGENE:207063	DHRSX
NCBIGENE:208	AKT2
NCBIGENE:21	ABCA3
NCBIGENE:212	ALAS2
NCBIGENE:2138	EYA1
NCBIGENE:2177	FANCD2
NCBIGENE:2187	FANCB
NCBIGENE:219428	OR4C16
NCBIGENE:219431	OR4S2
NCBIGENE:219432	OR4C6
NCBIGENE:219453	OR8K5
NCBIGENE:219487	r":"API rate limit exceeded
NCBIGENE:219541	MED19
NCBIGENE:219623	TMEM26
NCBIGENE:219699	UNC5B
NCBIGENE:219736	r":"API rate limit exceeded
NCBIGENE:219738	FAM241B
NCBIGENE:219793	TBATA
NCBIGENE:219833	C11orf45
NCBIGENE:219844	HYLS1
NCBIGENE:219858	OR8B12
NCBIGENE:219865	OR8G5
NCBIGENE:219869	OR10G8
NCBIGENE:219874	OR6T1
NCBIGENE:219875	OR4D5
NCBIGENE:219902	r":"API rate limit exceeded
NCBIGENE:219931	TPCN2
NCBIGENE:219957	OR9Q2
NCBIGENE:220032	GDPD4
NCBIGENE:220064	r":"API rate limit exceeded
NCBIGENE:220081	ERICH6B
NCBIGENE:220107	DLEU7
NCBIGENE:220134	r":"API rate limit exceeded
NCBIGENE:220296	HEPACAM
NCBIGENE:220359	TIGD3
NCBIGENE:220869	CBWD5
NCBIGENE:220965	FAM13C
NCBIGENE:220979	r":"API rate limit exceeded
NCBIGENE:220988	HNRNPA3
NCBIGENE:221002	RASGEF1A
NCBIGENE:221044	UCMA
NCBIGENE:221061	FAM171A1
NCBIGENE:221074	SLC39A12
NCBIGENE:221091	LRRN4CL
NCBIGENE:221120	ALKBH3
NCBIGENE:221188	ADGRG5
NCBIGENE:221223	CES5A
NCBIGENE:221301	CALHM4
NCBIGENE:221322	TBC1D32
NCBIGENE:221391	OPN5
NCBIGENE:221395	ADGRF5
NCBIGENE:221400	TDRD6
NCBIGENE:221472	r":"API rate limit exceeded
NCBIGENE:221477	C6orf89
NCBIGENE:221481	ARMC12
NCBIGENE:221491	SMIM29
NCBIGENE:221527	ZBTB12
NCBIGENE:221613	H2AC1
NCBIGENE:221656	KDM1B
NCBIGENE:221710	SMIM13
NCBIGENE:221833	SP8
NCBIGENE:221927	BRAT1
NCBIGENE:221938	MMD2
NCBIGENE:221955	DAGLB
NCBIGENE:222	ALDH3B2
NCBIGENE:222008	VSTM2A
NCBIGENE:222183	SRRM3
NCBIGENE:222194	RSBN1L
NCBIGENE:222223	ELAPOR2
NCBIGENE:222235	FBXL13
NCBIGENE:222236	NAPEPLD
NCBIGENE:222255	ATXN7L1
NCBIGENE:222256	CDHR3
NCBIGENE:222546	RFX6
NCBIGENE:222584	FAM83B
NCBIGENE:222611	ADGRF2
NCBIGENE:222865	TMEM130
NCBIGENE:223075	ITPRID1
NCBIGENE:2232	FDXR
NCBIGENE:22803	XRN2
NCBIGENE:22809	ATF5
NCBIGENE:22820	COPG1
NCBIGENE:22836	RHOBTB3
NCBIGENE:22846	r":"API rate limit exceeded
NCBIGENE:22854	NTNG1
NCBIGENE:22856	CHSY1
NCBIGENE:2286	r":"API rate limit exceeded
NCBIGENE:22861	NLRP1
NCBIGENE:22863	ATG14
NCBIGENE:22865	SLITRK3
NCBIGENE:22872	SEC31A
NCBIGENE:22883	r":"API rate limit exceeded
NCBIGENE:22884	WDR37
NCBIGENE:22888	UBOX5
NCBIGENE:2289	FKBP5
NCBIGENE:22899	ARHGEF15
NCBIGENE:22905	EPN2
NCBIGENE:22908	SACM1L
NCBIGENE:22909	FAN1
NCBIGENE:22918	CD93
NCBIGENE:22920	KIFAP3
NCBIGENE:22948	CCT5
NCBIGENE:22950	SLC4A1AP
NCBIGENE:22954	TRIM32
NCBIGENE:22978	NT5C2
NCBIGENE:22979	EFR3B
NCBIGENE:22987	SV2C
NCBIGENE:2299	FOXI1
NCBIGENE:22990	r":"API rate limit exceeded
NCBIGENE:22995	CEP152
NCBIGENE:22997	IGSF9B
NCBIGENE:23	ABCF1
NCBIGENE:23007	r":"API rate limit exceeded
NCBIGENE:23011	RAB21
NCBIGENE:23014	FBXO21
NCBIGENE:23035	PHLPP2
NCBIGENE:23047	PDS5B
NCBIGENE:23062	GGA2
NCBIGENE:23067	SETD1B
NCBIGENE:23071	ERP44
NCBIGENE:23074	UHRF1BP1L
NCBIGENE:23078	VWA8
NCBIGENE:23080	r":"API rate limit exceeded
NCBIGENE:23090	ZNF423
NCBIGENE:23093	TTLL5
NCBIGENE:23111	SPART
NCBIGENE:23126	POGZ
NCBIGENE:23133	PHF8
NCBIGENE:23144	ZC3H3
NCBIGENE:23149	FCHO1
NCBIGENE:23160	WDR43
NCBIGENE:23166	r":"API rate limit exceeded
NCBIGENE:2317	FLNB
NCBIGENE:23178	PASK
NCBIGENE:23180	RFTN1
NCBIGENE:23184	MESD
NCBIGENE:23187	PHLDB1
NCBIGENE:23192	ATG4B
NCBIGENE:23196	FAM120A
NCBIGENE:23197	FAF2
NCBIGENE:23205	r":"API rate limit exceeded
NCBIGENE:23208	SYT11
NCBIGENE:23217	ZFR2
NCBIGENE:23219	FBXO28
NCBIGENE:23223	RRP12
NCBIGENE:23232	TBC1D12
NCBIGENE:23234	DNAJC9
NCBIGENE:23236	PLCB1
NCBIGENE:23239	PHLPP1
NCBIGENE:23244	r":"API rate limit exceeded
NCBIGENE:23246	BOP1
NCBIGENE:23248	RPRD2
NCBIGENE:23251	MINAR1
NCBIGENE:23258	DENND5A
NCBIGENE:23265	EXOC7
NCBIGENE:23271	CAMSAP2
NCBIGENE:2328	FMO3
NCBIGENE:23309	SIN3B
NCBIGENE:2332	FMR1
NCBIGENE:23322	RPGRIP1L
NCBIGENE:23339	VPS39
NCBIGENE:23345	SYNE1
NCBIGENE:23347	SMCHD1
NCBIGENE:23349	PHF24
NCBIGENE:23352	UBR4
NCBIGENE:23357	ANGEL1
NCBIGENE:23368	r":"API rate limit exceeded
NCBIGENE:23369	PUM2
NCBIGENE:23385	NCSTN
NCBIGENE:23400	ATP13A2
NCBIGENE:23411	SIRT1
NCBIGENE:23424	TDRD7
NCBIGENE:23430	r":"API rate limit exceeded
NCBIGENE:23433	RHOQ
NCBIGENE:23443	SLC35A3
NCBIGENE:23452	ANGPTL2
NCBIGENE:23460	ABCA6
NCBIGENE:23464	r":"API rate limit exceeded
NCBIGENE:23474	ETHE1
NCBIGENE:23481	PES1
NCBIGENE:23495	TNFRSF13B
NCBIGENE:23506	BICRAL
NCBIGENE:23509	POFUT1
NCBIGENE:23522	KAT6B
NCBIGENE:23530	NNT
NCBIGENE:23547	LILRA4
NCBIGENE:23549	DNPEP
NCBIGENE:23552	CDK20
NCBIGENE:23557	SNAPIN
NCBIGENE:23563	CHST5
NCBIGENE:23583	SMUG1
NCBIGENE:23588	r":"API rate limit exceeded
NCBIGENE:23594	ORC6
NCBIGENE:23597	ACOT9
NCBIGENE:23601	CLEC5A
NCBIGENE:23607	CD2AP
NCBIGENE:23619	ZIM2
NCBIGENE:23639	LRRC6
NCBIGENE:23645	PPP1R15A
NCBIGENE:23657	SLC7A11
NCBIGENE:23658	r":"API rate limit exceeded
NCBIGENE:23784	POTEH
NCBIGENE:23788	MTCH2
NCBIGENE:239	ALOX12
NCBIGENE:24	ABCA4
NCBIGENE:24144	TFIP11
NCBIGENE:242	ALOX12B
NCBIGENE:245908	DEFB105A
NCBIGENE:245913	DEFB110
NCBIGENE:245927	DEFB113
NCBIGENE:245928	DEFB114
NCBIGENE:245934	DEFB121
NCBIGENE:245972	r":"API rate limit exceeded
NCBIGENE:246184	CDC26
NCBIGENE:246721	POLR2J2
NCBIGENE:246777	SPESP1
NCBIGENE:247	ALOX15B
NCBIGENE:25	r":"API rate limit exceeded
NCBIGENE:252969	NEIL2
NCBIGENE:253012	HEPACAM2
NCBIGENE:253152	EPHX4
NCBIGENE:253430	IPMK
NCBIGENE:253461	ZBTB38
NCBIGENE:253558	LCLAT1
NCBIGENE:253639	ZNF620
NCBIGENE:253650	ANKRD18A
NCBIGENE:253782	CERS6
NCBIGENE:253827	MSRB3
NCBIGENE:253935	ANGPTL5
NCBIGENE:254050	LRRC43
NCBIGENE:254158	CXorf58
NCBIGENE:254228	r":"API rate limit exceeded
NCBIGENE:254827	NAALADL2
NCBIGENE:255043	TMEM86B
NCBIGENE:255231	MCOLN2
NCBIGENE:255252	LRRC57
NCBIGENE:255394	TCP11L2
NCBIGENE:255520	ELMOD2
NCBIGENE:255758	DYNLT2B
NCBIGENE:255762	PDZD9
NCBIGENE:255798	r":"API rate limit exceeded
NCBIGENE:256006	ANKRD31
NCBIGENE:256051	ZNF549
NCBIGENE:256076	COL6A5
NCBIGENE:256126	SYCE2
NCBIGENE:256144	OR4C3
NCBIGENE:256356	GK5
NCBIGENE:256471	MFSD8
NCBIGENE:256646	NUTM1
NCBIGENE:256815	C10orf67
NCBIGENE:256979	SUN3
NCBIGENE:257240	KLHL34
NCBIGENE:257407	C2orf72
NCBIGENE:257415	FAM133B
NCBIGENE:25777	SUN2
NCBIGENE:25788	RAD54B
NCBIGENE:25802	LMOD1
NCBIGENE:25805	BAMBI
NCBIGENE:25813	SAMM50
NCBIGENE:25816	TNFAIP8
NCBIGENE:25818	KLK5
NCBIGENE:25820	r":"API rate limit exceeded
NCBIGENE:25822	DNAJB5
NCBIGENE:25824	PRDX5
NCBIGENE:25827	FBXL2
NCBIGENE:25829	TMEM184B
NCBIGENE:25840	METTL7A
NCBIGENE:25843	MOB4
NCBIGENE:25850	ZNF345
NCBIGENE:25853	DCAF12
NCBIGENE:25855	r":"API rate limit exceeded
NCBIGENE:25864	ABHD14A
NCBIGENE:25885	POLR1A
NCBIGENE:25891	PAMR1
NCBIGENE:25895	EEF1AKMT3
NCBIGENE:25907	TMEM158
NCBIGENE:25913	POT1
NCBIGENE:25915	NDUFAF3
NCBIGENE:25917	THUMPD3
NCBIGENE:259173	ALS2CL
NCBIGENE:25923	ATL3
NCBIGENE:259236	TMIE
NCBIGENE:259240	WFDC9
NCBIGENE:259249	MRGPRX1
NCBIGENE:25928	r":"API rate limit exceeded
NCBIGENE:259282	r":"API rate limit exceeded
NCBIGENE:259283	MDS2
NCBIGENE:259287	TAS2R41
NCBIGENE:259294	TAS2R19
NCBIGENE:25930	PTPN23
NCBIGENE:259307	r":"API rate limit exceeded
NCBIGENE:25939	SAMHD1
NCBIGENE:25940	FAM98A
NCBIGENE:25960	ADGRA2
NCBIGENE:25970	SH2B1
NCBIGENE:25973	PARS2
NCBIGENE:25977	NECAP1
NCBIGENE:25978	CHMP2B
NCBIGENE:25979	DHRS7B
NCBIGENE:25981	DNAH1
NCBIGENE:25987	TSKU
NCBIGENE:25994	HIGD1A
NCBIGENE:26003	GORASP2
NCBIGENE:26015	RPAP1
NCBIGENE:26039	SS18L1
NCBIGENE:260425	r":"API rate limit exceeded
NCBIGENE:260436	FDCSP
NCBIGENE:26053	AUTS2
NCBIGENE:26085	KLK13
NCBIGENE:26088	GGA1
NCBIGENE:26091	HERC4
NCBIGENE:26095	PTPN20
NCBIGENE:26097	CHTOP
NCBIGENE:26098	r":"API rate limit exceeded
NCBIGENE:26100	r":"API rate limit exceeded
NCBIGENE:26108	PYGO1
NCBIGENE:26118	WSB1
NCBIGENE:26121	PRPF31
NCBIGENE:26133	TRPC4AP
NCBIGENE:26146	r":"API rate limit exceeded
NCBIGENE:26150	RIBC2
NCBIGENE:26152	ZNF337
NCBIGENE:26153	KIF26A
NCBIGENE:26154	ABCA12
NCBIGENE:26156	r":"API rate limit exceeded
NCBIGENE:26160	IFT172
NCBIGENE:26167	PCDHB5
NCBIGENE:261734	NPHP4
NCBIGENE:26211	OR2F1
NCBIGENE:26266	SLC13A4
NCBIGENE:26272	FBXO4
NCBIGENE:26292	MYCBP
NCBIGENE:26353	HSPB8
NCBIGENE:265	AMELX
NCBIGENE:266553	OFCC1
NCBIGENE:266629	SEC14L3
NCBIGENE:266727	MDGA1
NCBIGENE:266743	r":"API rate limit exceeded
NCBIGENE:266747	RGL4
NCBIGENE:267	AMFR
NCBIGENE:267002	PGBD2
NCBIGENE:267010	RNU12
NCBIGENE:267020	ATP5MGL
NCBIGENE:2683	B4GALT1
NCBIGENE:27	ABL2
NCBIGENE:2784	GNB3
NCBIGENE:279	AMY2A
NCBIGENE:28	ABO
NCBIGENE:282617	IFNL3
NCBIGENE:282618	IFNL1
NCBIGENE:282809	POC1B
NCBIGENE:282969	FUOM
NCBIGENE:282991	BLOC1S2
NCBIGENE:283008	NUTM2E
NCBIGENE:283092	r":"API rate limit exceeded
NCBIGENE:283106	CSNK2A3
NCBIGENE:283116	TRIM49B
NCBIGENE:283120	H19
NCBIGENE:283149	BCL9L
NCBIGENE:283150	FOXR1
NCBIGENE:283171	LINC02873
NCBIGENE:283219	KCTD21
NCBIGENE:283232	TMEM80
NCBIGENE:283254	r":"API rate limit exceeded
NCBIGENE:283310	OTOGL
NCBIGENE:283373	ANKRD52
NCBIGENE:283377	SPRYD4
NCBIGENE:283464	GXYLT1
NCBIGENE:283578	TMED8
NCBIGENE:283629	TSSK4
NCBIGENE:283742	FAM98B
NCBIGENE:283848	CES4A
NCBIGENE:283849	EXOC3L1
NCBIGENE:283897	C16orf54
NCBIGENE:283933	ZNF843
NCBIGENE:283951	C16orf91
NCBIGENE:283987	HID1
NCBIGENE:283989	TSEN54
NCBIGENE:283991	UBALD2
NCBIGENE:2840	GPR17
NCBIGENE:284001	CCDC57
NCBIGENE:284013	VMO1
NCBIGENE:284018	C17orf58
NCBIGENE:284040	CDRT4
NCBIGENE:284058	KANSL1
NCBIGENE:284067	r":"API rate limit exceeded
NCBIGENE:284069	FAM171A2
NCBIGENE:284083	C17orf47
NCBIGENE:284106	CISD3
NCBIGENE:284129	SLC26A11
NCBIGENE:284161	GDPD1
NCBIGENE:284194	LGALS9B
NCBIGENE:284207	METRNL
NCBIGENE:284217	LAMA1
NCBIGENE:284266	SIGLEC15
NCBIGENE:284273	ZADH2
NCBIGENE:284274	SMIM21
NCBIGENE:284312	ZSCAN1
NCBIGENE:284352	PPP1R37
NCBIGENE:284366	KLK9
NCBIGENE:284369	SIGLECL1
NCBIGENE:284371	ZNF841
NCBIGENE:284403	WDR62
NCBIGENE:284422	SMIM24
NCBIGENE:284467	TAFA3
NCBIGENE:284498	C1orf167
NCBIGENE:284521	OR2L13
NCBIGENE:284611	r":"API rate limit exceeded
NCBIGENE:284613	CYB561D1
NCBIGENE:284656	EPHA10
NCBIGENE:284695	ZNF326
NCBIGENE:284723	SLC25A34
NCBIGENE:284739	C20orf204
NCBIGENE:284756	C20orf197
NCBIGENE:284904	SEC14L4
NCBIGENE:284948	SH2D6
NCBIGENE:284992	CCDC150
NCBIGENE:285025	r":"API rate limit exceeded
NCBIGENE:285051	STPG4
NCBIGENE:285093	RTP5
NCBIGENE:285141	ERICH2
NCBIGENE:285148	IAH1
NCBIGENE:285193	DUSP28
NCBIGENE:285195	SLC9A9
NCBIGENE:285220	EPHA6
NCBIGENE:285237	C3orf38
NCBIGENE:285267	ZNF619
NCBIGENE:285268	ZNF621
NCBIGENE:285313	IGSF10
NCBIGENE:285315	C3orf33
NCBIGENE:285335	r":"API rate limit exceeded
NCBIGENE:285349	ZNF660
NCBIGENE:285381	DPH3
NCBIGENE:285382	C3orf70
NCBIGENE:285440	r":"API rate limit exceeded
NCBIGENE:285464	CRIPAK
NCBIGENE:285489	DOK7
NCBIGENE:285498	RNF212
NCBIGENE:285527	FRYL
NCBIGENE:285556	r":"API rate limit exceeded
NCBIGENE:285588	EFCAB9
NCBIGENE:285598	ARL10
NCBIGENE:285601	GPR150
NCBIGENE:285605	DTWD2
NCBIGENE:285668	r":"API rate limit exceeded
NCBIGENE:285672	SREK1IP1
NCBIGENE:285704	RGMB
NCBIGENE:285800	PRR18
NCBIGENE:285855	RPL7L1
NCBIGENE:285971	r":"API rate limit exceeded
NCBIGENE:286053	NSMCE2
NCBIGENE:286204	r":"API rate limit exceeded
NCBIGENE:286223	C9orf47
NCBIGENE:286336	FAM78A
NCBIGENE:286343	LURAP1L
NCBIGENE:286436	H2BW2
NCBIGENE:286451	r":"API rate limit exceeded
NCBIGENE:286514	MAGEB18
NCBIGENE:286530	P2RY8
NCBIGENE:286826	LIN9
NCBIGENE:2894	r":"API rate limit exceeded
NCBIGENE:29	ABR
NCBIGENE:3030	HADHA
NCBIGENE:306	ANXA3
NCBIGENE:307	ANXA4
NCBIGENE:308	ANXA5
NCBIGENE:3099	HK2
NCBIGENE:310	ANXA7
NCBIGENE:3110	MNX1
NCBIGENE:3136	HLA-H
NCBIGENE:3176	HNMT
NCBIGENE:317703	VN1R4
NCBIGENE:317705	VN1R5
NCBIGENE:317749	DHRS4L2
NCBIGENE:317762	CCDC85C
NCBIGENE:317772	H2AC21
NCBIGENE:317781	DDX51
NCBIGENE:319100	TAAR6
NCBIGENE:32	r":"API rate limit exceeded
NCBIGENE:326340	ZAR1
NCBIGENE:326624	RAB37
NCBIGENE:326625	MMAB
NCBIGENE:3267	AGFG1
NCBIGENE:327657	SERPINA9
NCBIGENE:3290	HSD11B1
NCBIGENE:3306	HSPA2
NCBIGENE:332	BIRC5
NCBIGENE:333926	PPM1J
NCBIGENE:3347	HTN3
NCBIGENE:337880	KRTAP11-1
NCBIGENE:337959	KRTAP13-2
NCBIGENE:337967	KRTAP6-2
NCBIGENE:337969	KRTAP19-2
NCBIGENE:337970	KRTAP19-3
NCBIGENE:337972	KRTAP19-5
NCBIGENE:337973	KRTAP19-6
NCBIGENE:337978	r":"API rate limit exceeded
NCBIGENE:337979	KRTAP22-1
NCBIGENE:337985	KRTAP20-3
NCBIGENE:338	APOB
NCBIGENE:3385	ICAM3
NCBIGENE:338596	ST8SIA6
NCBIGENE:338661	TMEM225
NCBIGENE:338879	RNASE10
NCBIGENE:339	APOBEC1
NCBIGENE:339105	PRSS53
NCBIGENE:339123	JMJD8
NCBIGENE:339184	CCDC144NL
NCBIGENE:339210	C17orf67
NCBIGENE:339229	OXLD1
NCBIGENE:339263	LINC02693
NCBIGENE:339318	ZNF181
NCBIGENE:339345	NANOS2
NCBIGENE:339390	CLEC4G
NCBIGENE:339448	C1orf174
NCBIGENE:339451	KLHL17
NCBIGENE:339669	TEX33
NCBIGENE:339779	PRR30
NCBIGENE:339804	C2orf74
NCBIGENE:339906	PRSS42P
NCBIGENE:339976	TRIML1
NCBIGENE:340069	FAM170A
NCBIGENE:340120	ANKRD34B
NCBIGENE:340152	ZC3H12D
NCBIGENE:340156	MYLK4
NCBIGENE:340204	CLPSL1
NCBIGENE:340267	COL28A1
NCBIGENE:340273	ABCB5
NCBIGENE:340307	CTAGE6
NCBIGENE:340348	TSPAN33
NCBIGENE:340371	NRBP2
NCBIGENE:340393	TMEM249
NCBIGENE:340485	ACER2
NCBIGENE:340527	NHSL2
NCBIGENE:340542	BEX5
NCBIGENE:340554	ZC3H12B
NCBIGENE:340578	DCAF12L2
NCBIGENE:340596	LHFPL1
NCBIGENE:340654	LIPM
NCBIGENE:340719	NANOS1
NCBIGENE:340745	r":"API rate limit exceeded
NCBIGENE:340784	HMX3
NCBIGENE:341116	MS4A10
NCBIGENE:341152	OR2AT4
NCBIGENE:341276	OR10A2
NCBIGENE:341359	SYT10
NCBIGENE:341405	ANKRD33
NCBIGENE:341416	OR6C2
NCBIGENE:341640	FREM2
NCBIGENE:341799	r":"API rate limit exceeded
NCBIGENE:341880	SLC35F4
NCBIGENE:342035	GLDN
NCBIGENE:342096	GOLGA6A
NCBIGENE:342372	PKD1L3
NCBIGENE:342909	ZNF284
NCBIGENE:342945	ZSCAN22
NCBIGENE:342979	PALM3
NCBIGENE:343099	CCDC18
NCBIGENE:343171	r":"API rate limit exceeded
NCBIGENE:343263	MYBPHL
NCBIGENE:343472	BARHL2
NCBIGENE:343563	OR2T29
NCBIGENE:343578	ARHGAP40
NCBIGENE:343930	MSGN1
NCBIGENE:343990	CRACDL
NCBIGENE:344	APOC2
NCBIGENE:344167	FOXI3
NCBIGENE:344657	r":"API rate limit exceeded
NCBIGENE:344658	SAMD7
NCBIGENE:344838	PAQR9
NCBIGENE:344901	OSTN
NCBIGENE:345274	SLC10A6
NCBIGENE:345651	r":"API rate limit exceeded
NCBIGENE:345930	ECT2L
NCBIGENE:346171	ZFP57
NCBIGENE:346288	SEPTIN14
NCBIGENE:346389	MACC1
NCBIGENE:346525	OR2A12
NCBIGENE:346606	MOGAT3
NCBIGENE:346653	FAM71F2
NCBIGENE:346673	STRA8
NCBIGENE:347240	KIF24
NCBIGENE:347252	IGFBPL1
NCBIGENE:347344	r":"API rate limit exceeded
NCBIGENE:347411	MPC1L
NCBIGENE:347454	SOWAHD
NCBIGENE:347902	AMIGO2
NCBIGENE:348158	r":"API rate limit exceeded
NCBIGENE:348180	CTU2
NCBIGENE:348807	CFAP100
NCBIGENE:348932	SLC6A18
NCBIGENE:348980	HCN1
NCBIGENE:349667	RTN4RL2
NCBIGENE:35	ACADS
NCBIGENE:352954	CASTOR3
NCBIGENE:353088	ZNF429
NCBIGENE:353133	r":"API rate limit exceeded
NCBIGENE:353141	LCE2D
NCBIGENE:353142	LCE3A
NCBIGENE:353149	TBC1D26
NCBIGENE:353174	ZACN
NCBIGENE:353189	r":"API rate limit exceeded
NCBIGENE:353288	KRT26
NCBIGENE:353299	RGSL1
NCBIGENE:353515	XKRY2
NCBIGENE:3579	CXCR2
NCBIGENE:3587	r":"API rate limit exceeded
NCBIGENE:359	AQP2
NCBIGENE:359845	RFLNB
NCBIGENE:359948	IRF2BP2
NCBIGENE:36	ACADSB
NCBIGENE:360023	r":"API rate limit exceeded
NCBIGENE:360030	NANOGNB
NCBIGENE:360203	GLT6D1
NCBIGENE:360205	PRAC2
NCBIGENE:361	AQP4
NCBIGENE:362	AQP5
NCBIGENE:3643	INSR
NCBIGENE:3658	r":"API rate limit exceeded
NCBIGENE:367	AR
NCBIGENE:3672	ITGA1
NCBIGENE:368	ABCC6
NCBIGENE:3681	ITGAD
NCBIGENE:37	r":"API rate limit exceeded
NCBIGENE:3702	ITK
NCBIGENE:3710	ITPR3
NCBIGENE:372	ARCN1
NCBIGENE:3732	CD82
NCBIGENE:3737	KCNA2
NCBIGENE:373863	DND1
NCBIGENE:3743	KCNA7
NCBIGENE:374786	EFCAB5
NCBIGENE:374860	r":"API rate limit exceeded
NCBIGENE:374882	TMEM205
NCBIGENE:374887	YJEFN3
